Business_Name,Address,Telephone,Fax,Website,Description
Gotherington Nurseries,"Gotherington Nurseries, Gretton Road, Gotherington, Cheltenham, GL52 9QY, United Kingdom",01242676722,01242 621 314,http://www.gotheringtonnurseries.co.uk,"We are a family run retail nursery, open daily, where you can see the plants growing on site. We grow quality, seasonal bedding, cottage garden and vegetable plants. In addition we have roses, shrubs, climbers, conifers, herbs, soft fruits, ornamental and fruit trees and rockery plants. Knowledgeable staff are available to help. In Spring, see our amazing selection of basket and containers plants. Our prize winning baskets and containers can be bought ready planted, made-up to order or we can refill them. Our shop sells everything for your horticultural needs including national garden gift vouchers. We have a good range of composts, chippings, barrels, terracotta and glazed pots."
Gouldings Garden Centre,"Dalpatrick Farm, Rosebank, ML8 5QA, United Kingdom",01555860259,01555 860548,http://www.gouldingsgardencentre.com,
Goulds (Dorchester) Ltd,"22-23 South Street, Dorchester, DT1 1DA, United Kingdom",01305217821,,,
Goulds Garden Centre,"Littlemoor Road, Preston, Weymouth, DT3 6AD, United Kingdom",01305834766,01305 832708,http://www.gouldsgc.co.uk,"A family run independent garden centre offering a wide range of gardening, plant and leisure products. Customers can enjoy free parking; children's play area and superb 120 seater caf̩ which includes an outdoor covered seating area. There are also a number of concessions on site offering our customer's additional product ranges such as windows and conservatories, clothing, garden buildings and pet products."
Grange Farm Nursery,"Grange Farm Nursery, Rectory Lane, Guarlford, Malvern, WR13 6NT, United Kingdom",01684562544,01684 562544,,"A specialist plant centre with an emphasis on hardy shrubs and trees. Climbing plants, herbs, alpines and herbaceous plants. Bedding plants in season."
Grange Plant Centre,"off Main Street, Grange-over-Sands, LA11 6DY, United Kingdom",01539533510,,,
Grangewood Garden Centre,"Bonehill Road, Tamworth, B78 3HP, United Kingdom",0182758858,01827 55530,http://www.grangewoodgardencentre.co.uk,"The gardeners choice for quality, price and advice."
Grasmere Gardens and Landscape Ltd,"Lichfield Road, Brownhills, Walsall, WS8 6LL, United Kingdom",01543372927,,,
Great Park Farm Nursery,"Great Park Farm, Catsfield, Battle, TN33 9DT, United Kingdom",01424772531,,http://www.greatparkfarm.co.uk,"A small but comprehensive nursery in a charming rural setting, also a Farm Shop with a farm kitchen cooking a range of food."
Greatfield Nurseries,"Greatfield, Royal Wootton Bassett, Swindon, SN4 8EQ, United Kingdom",01793770381,01793 772157,http://www.GreatfieldGardenCentre.co.uk,"A family run Garden Centre offering a large product selection, from plants to sundries, indoor and out. We are very well stocked with large quantities of different plants and stoneware. We are also known for our VERY competitive prices and very helpful and friendly service. Visit our website for more information and our latest monthly deals (www.greatfieldgardencentre.co.uk). Email: info@greatfieldgardencentre.co.uk"
Green Fingers Garden Centre,"Rhyl Road, Denbigh, LL16 5TQ, United Kingdom",01745815279,,http://www.greenfingersgarden-centre.co.uk,
Green Pastures,"Mill Road, Bergh Apton, Norwich, NR15 1BQ, United Kingdom",01508480734,,http://www.greenpasturesnursery.co.uk,
Greenbrook Nurseries,"Ongar Road (A414), Highwood, Chelmsford, CM1 3SN, United Kingdom",01245248871,01245 248847,http://www.greenbrookgardencentre.co.uk,
Greenfingers Garden Centre,"Pound Lane, Hulham Road, Exmouth, EX8 3LE, United Kingdom",01395274632,01395 274983,http://www.greenfingers-gardencentre.o.uk,
Greenhill Nursery,"Greenhill Farm, Tibbermore  , Perth, PH1 1QN, United Kingdom",07525534317,,http://www.greenhillnursery.co.uk,
Greenmoor Nurseries,"Greenmoor Farm, St Brides Wentloog, Newport, NP10 8SQ, United Kingdom",01633680572,01633 681742,http://www.GreenmoorNurseries.co.uk,
Greenshutters Nurseries,"Fivehead, Taunton, TA3 6PT, United Kingdom",01460281265,,http://www.evergreenhedging.co.uk,"Greenshutters Nurseries & Garden Centre is open 7 days a week and stocks an extensive range of plants.   We also specialise in evergreen hedging plants such as Laurel, Leylandii and Conifer Hedging and can take orders from our website at www.evergreenhedging.co.uk.  Our staff are always friendly and keen to help."
Greenside Garden Centre,"High Street, Newhouse, Motherwell, ML1 5ST, United Kingdom",01698862600,,,
Greenway Pembroke,"Bush Gardens, Pembroke, SA71 4RJ, United Kingdom",01646278200,,http://www.greenwaypembroke.co.uk,
Greenyards Garden Centre Ltd,"Cowie Road, Bannockburn, Stirling, FK7 8AD, United Kingdom",01786817369,,,
Grimsby Garden Centre,"Grimsby Road, Laceby, South Humberside, Grimsby, DN37 7DY, United Kingdom",01472238438,,https://www.grimsbygardencentre.org.uk,
Grosvenor Garden Centre,"Wrexham Road, Belgrave, Chester, CH4 9EB, United Kingdom",01244625200,01244 625210,,
Groves Garden Centre,"West Bay Road, Bridport, DT6 4BA, United Kingdom",01308422654,01308 420888,http://www.grovesnurseries.co.uk,"Groves Nursery is a family run nursery and garden centre located in Bridport, West Dorset. The nursery grows many shrubs, herbaceous and bedding plants for supplying the garden centre but specialises in and holds the national collection of sweet violets. The award winning garden centre is attractively laid out around a central koi pond with the plant area stocking a wide range of fruit and ornamental trees, shrubs, herbaceous and bedding plants.
The garden shop stocks an extensive range of garden sundries and leisure products including furniture and barbecues. There is also a pet shop which supplies a wide range of pet and farm feeds and accessories. The outdoor garden buildings show site stocks a wide range of greenhouses, sheds and summerhouses.
The caf̩ is open daily serving homemade cakes, coffee and tea and roast dinners are served every Wednesday and Sunday. There are disabled toilets and changing facilities.
Online shopping is available on the website www.grovesnurseries.co.uk with national and international delivery available."
Grovewell Hamstreet,"Marsh Road, Hamstreet, Ashford, TN26 2JZ, United Kingdom",,,,
Haddenham Garden Centre,"Stanbridge Road, Haddenham, Aylesbury, HP17 8HN, United Kingdom",01844290395,01844 291478,http://www.HaddenhamGardenCentre.co.uk,
Haddenham Garden Centre,"Haddenham Garden Centre Ltd, 121 Stanbridge Road, Haddenham, Aylesbury, HP17 8HN, United Kingdom",01844290395,,,
Hadfields Nursery,"Yarmouth Road, North Walsham, NR28 9NA, United Kingdom",01692403359,01692 406 966,,
Halls Garden Centre,"Halls Garden Centre, 211 Chester Road, Sutton Coldfield, B73 5BD, United Kingdom",01213557701,,,"Established in 1952, and still a family run partnership, you can rest assured that our level of service and commitment is your guarantee. Our garden centres are open 7 days a week, 361 days a year. Our e-commerce website was first launched in 1999 and has been one of the market leaders and innovators ever since. Our experts, who are the same people whether you buy online or in store, have genuine experience of the products they sell. If we don't have the answer to your question we will find out and communicate it to you."
Halls Garden Centre,"209 Chester Road, Castle Bromwich, Birmingham, B36 0ET, United Kingdom",01217767642,0121 776 7642,http://www.gardensite.co.uk,
Halls of Heddon,"West Heddon Nursery, Heddon-on-the-Wall, Newcastle upon Tyne, NE15 0JS, United Kingdom",01661852445,01661 582398,http://www.hallsofheddon.co.uk,"A Family business established in 1921, Halls of Heddon is probably the leading specialist in Dahlia and Chrysanthemums in the UK with a range of over 500 varieties. These are sold online and mail order to a customer base of keen and enthusiastic amateur growers and exhibitors. As well as the 150,000 Dahlias and Chrysanthemums, we also grow most of our own bedding plants, herbaceous and young vegetable plants for sale from our well-stocked Nurseries. The principles and values of our founder remain at the heart of what we do."
Halls of Heddon,"Halls of Heddon, West Heddon Nurseries, Heddon-on-the-Wall, Newcastle upon Tyne, NE15 0JS, United Kingdom",,01661 852445,,
Halls of Heddon,"Ovington Nursery Centre, Ovington, Prudhoe, NE42 6EE, United Kingdom",01661832467,,,
Hambrooks Garden Centre,"135 Southampton Road, Titchfield, Fareham, PO14 4PR, United Kingdom",01489572285,01489 579470,,
Hampsons Plantworld,"Denby Dale Road, Durkar, Wakefield, WF4 3AZ, United Kingdom",01924298365,01924 201850,,
Hanging Gardens Services and Sundries Ltd,"Little Oxney Hall, Ongar Road, Writtle, CM1 3NT, United Kingdom",01245421020,01245 422293,http://www.hangingardens.co.uk,"We specialise in hanging baskets, window racks, wall racks, patio stands, bedding for both businesses and the private sector. We do a refill service, both summer and winter, so customers have an abundance of colour the whole year round. We sell Hot Tubs, Giftware and now have a tea room."
Hare Hatch Sheeplands,"London Road, Hare Hatch, Reading, RG10 9HW, United Kingdom",01189401600,,http://www.harehatchsheep.co.uk,
Harley Nursery,"Harley, Shrewsbury, SY5 6LN, United Kingdom",01952510241,,http://www.harleynursery.co.uk,
Harlings Garden Centre,"Bridge End, Hexham, NE46 4NU, United Kingdom",01434605360,01434 605370,,
Harlow Carr Plant Centre & Shop,"RHS Garden Harlow Carr, Crag Lane, Beckwithshaw, Harrogate, HG3 1QB, United Kingdom",01423501809,,https://www.rhs.org.uk/,
Harlow Garden Centre,"Harlow Garden Nurseries, Canes Lane, Hastingwood, Harlow, CM17 9LD, United Kingdom",01279419039,01279 428319,http://www.harlowgardencentre.co.uk,"We offer a wide selection of plants, including over 200 varieties of Clematis. Extensive range of herbaceous plants and large specimen plants. Garden design and landscape service. Refreshments available in the Tea & Cake shop"
Hart Canna Lincluden Nursery,"27 Guildford Road West, Farnborough, GU14 6PS, United Kingdom",01252514421,01252 378821,http://www.hartcanna.co.uk,
Hartley's Nurseries Ltd,"Northway, Lydiate, Liverpool, L31 4EJ, United Kingdom",01515261577,,http://www.hartleynurseries.co.uk,Hartley's are a retail nursery and flower shop situated on the A59 at Lydiate. They are specialist growers of cut bedding plants and hanging baskets. Large new shop opened in 2006. Hartley's has a large cut flower shop and provides a floristry service. A new cafe opened on the site in April 2011.
Haskins Ferndown Garden Centre,"The Garden Centre, Longham, Ferndown, BH22 9DG, United Kingdom",01202591919,01202 590 990,http://www.haskins.co.uk,
Haskins Forest Lodge Garden Centre,"Farnham Road, Holt Pound, Farnham, GU10 4LD, United Kingdom",0142023275,,,
Haskins Garden Centres Ltd,"Head Office Building, Longham, Ferndown, BH22 9DJ, United Kingdom",01202593355,01202 593322,http://www.haskins.co.uk,
Haskins Roundstone Garden Centre,"Roundstone By-Pass, Angmering, Littlehampton, BN16 4BD, United Kingdom",01903776481,01903 785433,,
Haskins Snowhill Garden Centre,"West Park Road, Copthorne, Crawley, RH10 3HG, United Kingdom",01342712545,01342 716477,http://www.snowhill.co.uk,"Haskins Snowhill Garden Centre offers a comprehensive choice of products for the garden and home, plants, gardening, outdoor living and lifestyle ranges."
Haskins West End Garden Centre,"Gaters Hill, Mansbridge Road, West End, Southampton, SO18 3HW, United Kingdom",02380472324,02380 462217,,
Haslemere Garden Centre,"Haslemere Road, Brook, Godalming, GU8 5LB, United Kingdom",01428685517,,,
Hathern Nurseries,"Whatton Road, Hathern, Loughborough, LE12 5LX, United Kingdom",01509646000,,,
Hawley Garden Centre & Nursery Ltd,"Hawley Road, Hawley, Dartford, DA2 7RB, United Kingdom",01322224108,01322 284234,http://www.hawleygardencentre.co.uk,"Family run centre with large range of bedding plants, shrubs, garden sundries and much more! Aquatic centre and a licensed coffee shop on site. Open all year except Christmas Day, Boxing Day and New Years Day Limited opening on Easter Sunday."
Hayes Garden Land,"7 Tarbolton Road, Bogend Symington, Kilmarnock, KA1 5PD, United Kingdom",01563830204,01563 830204,http://www.hayesgardenland.com,"Hayes Garden Land is a family run business that has its origins in the Lake District, whose roots traced back over 200 years.
The site at Symington, between Kilmarnock and Troon on the mail A77 west of Glasgow is enjoying its 20th Anniversary in 2008 and comprises of :

Hayes Garden Land - for quality Plants and Sundries.
Hayes Bakery Cafe - Genuine Home-Baking and quality Coffee.
Hayes Fine Foods - Deli, Farm Foods and Gifts.

Open Mon - Sat 9.30 to 5.30
          Sun        10.30 to 5.30

Closed    25th Dec to 2nd Jan"
